"Tribunal";"Codigo orgao";"Municipio";"UF";"Nome orgao";"Grau";"CP_Feb_2023";"CP_Feb_2024";"%CP";"Sus_Feb_2023";"Sus_Feb_2024";"%Sus";"CN_12_meses";"Tbaix_12_meses";"Desp_12_meses";"DecInc_12_meses";"SentCM_12_meses";"SentSM_12_meses";"ProcSM100_Feb_2024";"Conc100_Feb_2024";"TPSent_12_meses";"TPCPL_Feb_2024";"TCL_Feb_2024";"IAD_12_meses"
"TJRN";76681;"MACAIBA";"RN";"2ª VARA DA COMARCA DE MACAÍBA";"G1, JE";"2.860";"2.724";"-4,8%";"356";"405";"13,8%";"929";"1.148";"5.402";"1.919";"739";"216";"134";"7";"3 anos e 10 meses";"2 anos e 7 meses";"67%";"124%"
"TJRN";77279;"NATAL";"RN";"20ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.960";"2.001";"2,1%";"82";"78";"-4,9%";"794";"922";"4.762";"996";"643";"312";"49";"63";"1 ano e 7 meses";"2 anos e 7 meses";"68%";"116%"
"TJRN";77281;"NATAL";"RN";"24ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.736";"1.941";"11,8%";"208";"226";"8,7%";"422";"340";"1.974";"1.746";"273";"111";"39";"10";"2 anos e 6 meses";"2 anos e 7 meses";"83%";"81%"
"TJRN";77164;"NATAL";"RN";"11ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"808";"770";"-4,7%";"127";"162";"27,6%";"235";"296";"1.346";"599";"241";"4";"89";"5";"3 anos e 10 meses";"2 anos e 7 meses";"67%";"126%"
"TJRN";77280;"NATAL";"RN";"23ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.671";"1.650";"-1,3%";"95";"97";"2,1%";"438";"575";"2.713";"1.545";"326";"136";"37";"4";"2 anos e 11 meses";"2 anos e 6 meses";"73%";"131%"
"TJRN";76683;"NOVA CRUZ";"RN";"1ª VARA DA COMARCA DE NOVA CRUZ";"G1, JE";"2.269";"2.460";"8,4%";"109";"135";"23,9%";"728";"558";"2.386";"1.060";"480";"221";"837";"3";"2 anos e 6 meses";"2 anos e 6 meses";"81%";"77%"
"TJRN";4767;"NATAL";"RN";"4ª VARA DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"8.699";"7.964";"-8,4%";"1.598";"2.094";"31,0%";"2.594";"2.887";"4.897";"3.358";"2.639";"620";"391";"359";"1 ano e 10 meses";"2 anos e 6 meses";"67%";"111%"
"TJRN";4726;"NATAL";"RN";"9ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.819";"2.358";"-16,4%";"271";"354";"30,6%";"862";"1.425";"2.258";"1.206";"879";"241";"149";"348";"1 ano e 10 meses";"2 anos e 6 meses";"58%";"165%"
"TJRN";4731;"NATAL";"RN";"11ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.448";"2.414";"-1,4%";"354";"315";"-11,0%";"1.109";"1.204";"2.148";"1.563";"656";"344";"74";"234";"1 ano e 7 meses";"2 anos e 6 meses";"64%";"109%"
"TJRN";5991;"PENDENCIAS";"RN";"VARA ÚNICA DA COMARCA DE PENDÊNCIAS";"G1, JE";"1.841";"1.969";"7,0%";"82";"109";"32,9%";"1.188";"1.082";"2.625";"1.153";"927";"182";"129";"6";"1 ano e 9 meses";"2 anos e 6 meses";"63%";"91%"
"TJRN";4765;"NATAL";"RN";"2ª VARA DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"8.562";"8.432";"-1,5%";"1.547";"1.610";"4,1%";"2.297";"2.153";"5.939";"3.521";"2.468";"423";"653";"91";"1 ano e 6 meses";"2 anos e 6 meses";"76%";"94%"
"TJRN";5998;"SAO TOME";"RN";"VARA ÚNICA DA COMARCA DE SÃO TOMÉ";"G1, JE";"1.814";"1.669";"-8,0%";"53";"81";"52,8%";"1.027";"1.220";"2.690";"1.437";"719";"287";"36";"6";"1 ano e 11 meses";"2 anos e 6 meses";"57%";"119%"
"TJRN";5994;"SAO BENTO DO NORTE";"RN";"VARA ÚNICA DA COMARCA DE SÃO BENTO DO NORTE";"G1, JE";"1.648";"1.739";"5,5%";"194";"190";"-2,1%";"716";"660";"1.294";"848";"700";"128";"114";"13";"1 ano e 8 meses";"2 anos e 5 meses";"70%";"92%"
"TJRN";4733;"NATAL";"RN";"12ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"3.032";"3.223";"6,3%";"418";"248";"-40,7%";"1.020";"840";"1.877";"779";"570";"224";"253";"1.260";"1 ano e 6 meses";"2 anos e 5 meses";"78%";"82%"
"TJRN";76670;"JOAO CAMARA";"RN";"1ª VARA DA COMARCA DE JOÃO CÂMARA";"G1, JE";"2.938";"2.628";"-10,6%";"112";"121";"8,0%";"876";"1.266";"3.677";"1.511";"873";"224";"201";"10";"2 anos e 7 meses";"2 anos e 5 meses";"66%";"145%"
"TJRN";4725;"NATAL";"RN";"8ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.706";"2.596";"-4,1%";"431";"355";"-17,6%";"1.236";"1.334";"2.958";"2.052";"924";"278";"181";"5";"1 ano e 8 meses";"2 anos e 5 meses";"63%";"108%"
"TJRN";79118;"NATAL";"RN";"7ª VARA DE FAMÍLIA E SUCESSÕES DA COMARCA DE NATAL";"G1";"2.620";"2.627";"0,3%";"57";"79";"38,6%";"850";"1.104";"4.915";"1.032";"631";"287";"236";"96";"2 anos e 2 meses";"2 anos e 5 meses";"70%";"130%"
"TJRN";4729;"NATAL";"RN";"10ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.638";"2.647";"0,3%";"393";"462";"17,6%";"1.141";"1.143";"4.127";"1.451";"755";"294";"88";"33";"1 ano e 9 meses";"2 anos e 5 meses";"66%";"100%"
"TJRN";5981;"FLORANIA";"RN";"VARA ÚNICA DA COMARCA DE FLORÂNIA";"G1, JE";"2.069";"2.255";"9,0%";"121";"133";"9,9%";"1.061";"941";"3.177";"1.036";"794";"166";"650";"7";"1 ano e 10 meses";"2 anos e 5 meses";"69%";"89%"
"TJRN";4724;"NATAL";"RN";"7ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.430";"2.744";"12,9%";"288";"180";"-37,5%";"1.052";"929";"4.527";"1.583";"597";"280";"50";"527";"1 ano e 7 meses";"2 anos e 5 meses";"73%";"88%"
"TJRN";76667;"CEARA-MIRIM";"RN";"1ª VARA DA COMARCA DE CEARÁ-MIRIM";"G1, JE";"3.846";"3.698";"-3,8%";"374";"408";"9,1%";"1.375";"1.578";"4.902";"1.612";"878";"429";"153";"124";"2 anos e 11 meses";"2 anos e 5 meses";"68%";"115%"
"TJRN";76607;"AREIA BRANCA";"RN";"1ª VARA DA COMARCA DE AREIA BRANCA";"G1, JE";"1.655";"1.526";"-7,8%";"280";"277";"-1,1%";"738";"849";"3.134";"1.743";"685";"200";"118";"1";"1 ano e 10 meses";"2 anos e 5 meses";"60%";"115%"
"TJRN";76669;"CEARA-MIRIM";"RN";"3ª VARA DA COMARCA DE CEARÁ-MIRIM";"G1, JE";"4.139";"3.922";"-5,2%";"872";"951";"9,1%";"1.308";"1.536";"2.784";"2.557";"857";"332";"177";"129";"3 anos";"2 anos e 4 meses";"66%";"117%"
"TJRN";4766;"NATAL";"RN";"3ª VARA DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"7.935";"7.687";"-3,1%";"2.711";"2.888";"6,5%";"2.013";"2.380";"3.021";"4.537";"1.583";"1.014";"595";"57";"1 ano e 4 meses";"2 anos e 4 meses";"67%";"118%"
"TJRN";79120;"NATAL";"RN";"3ª VARA DE FAMÍLIA E SUCESSÕES DA COMARCA DE NATAL";"G1, JE";"1.688";"1.332";"-21,1%";"46";"51";"10,9%";"685";"787";"3.405";"922";"563";"121";"121";"0";"1 ano e 6 meses";"2 anos e 4 meses";"62%";"115%"
"TJRN";5773;"MOSSORO";"RN";"3ª VARA CRIMINAL DA COMARCA DE MOSSORÓ";"G1, JE";"1.347";"1.159";"-14,0%";"356";"313";"-12,1%";"314";"277";"2.209";"846";"315";"2";"118";"6";"3 anos e 6 meses";"2 anos e 4 meses";"75%";"88%"
"TJRN";5713;"MOSSORO";"RN";"1ª VARA DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"3.637";"4.589";"26,2%";"771";"925";"20,0%";"2.190";"1.040";"7.229";"2.524";"794";"138";"350";"2";"3 anos";"2 anos e 4 meses";"78%";"47%"
"TJRN";5894;"PATU";"RN";"VARA ÚNICA DA COMARCA DE PATU";"G1, JE";"3.456";"2.898";"-16,1%";"183";"164";"-10,4%";"1.368";"1.855";"2.999";"1.411";"1.762";"271";"114";"306";"1 ano e 8 meses";"2 anos e 4 meses";"60%";"136%"
"TJRN";5877;"PARNAMIRIM";"RN";"1ª VARA CÍVEL DA COMARCA DE PARNAMIRIM";"G1, JE";"3.090";"3.458";"11,9%";"203";"201";"-1,0%";"1.556";"1.320";"3.942";"1.888";"707";"535";"142";"139";"1 ano e 7 meses";"2 anos e 4 meses";"71%";"85%"
"TJRN";5884;"PARNAMIRIM";"RN";"1ª VARA DE FAMÍLIA DA COMARCA DE PARNAMIRIM";"G1, JE";"2.223";"2.301";"3,5%";"52";"33";"-36,5%";"1.183";"1.136";"4.854";"951";"878";"221";"104";"17";"1 ano e 9 meses";"2 anos e 4 meses";"67%";"96%"
"TJRN";4719;"NATAL";"RN";"6ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.427";"2.390";"-1,5%";"341";"279";"-18,2%";"1.162";"1.253";"4.355";"1.840";"748";"298";"107";"14";"1 ano e 6 meses";"2 anos e 3 meses";"63%";"108%"
"TJRN";5770;"MOSSORO";"RN";"2ª VARA CRIMINAL DA COMARCA DE MOSSORÓ";"G1, JE";"1.573";"1.223";"-22,3%";"322";"144";"-55,3%";"350";"408";"2.305";"1.068";"465";"6";"286";"2";"4 anos e 4 meses";"2 anos e 3 meses";"73%";"117%"
"TJRN";4439;"NATAL";"RN";"1ª VARA CÍVEL DA COMARCA DE NATAL";"G1, JE";"2.689";"2.774";"3,2%";"343";"257";"-25,1%";"1.111";"1.039";"2.663";"2.535";"796";"296";"46";"494";"1 ano e 5 meses";"2 anos e 3 meses";"71%";"94%"
