"Tribunal";"Codigo orgao";"Municipio";"UF";"Nome orgao";"Grau";"CP_Feb_2023";"CP_Feb_2024";"%CP";"Sus_Feb_2023";"Sus_Feb_2024";"%Sus";"CN_12_meses";"Tbaix_12_meses";"Desp_12_meses";"DecInc_12_meses";"SentCM_12_meses";"SentSM_12_meses";"ProcSM100_Feb_2024";"Conc100_Feb_2024";"TPSent_12_meses";"TPCPL_Feb_2024";"TCL_Feb_2024";"IAD_12_meses"
"TJRN";4763;"NATAL";"RN";"(INATIVO) 6ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4817;"NATAL";"RN";"(INATIVO) 3ª VARA CRIMINAL DA COMARCA DE NATAL";"G1";"2";"2";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4818;"NATAL";"RN";"(INATIVO) 4ª VARA CRIMINAL DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4828;"NATAL";"RN";"(INATIVO) 8ª VARA CRIMINAL DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4830;"NATAL";"RN";"(INATIVO) 9ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4834;"NATAL";"RN";"(INATIVO) 12ª VARA CRIMINAL DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5532;"NATAL";"RN";"(INATIVO) 8ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5538;"NATAL";"RN";"(INATIVO) 3ª VARA CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA NORTE DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5587;"NATAL";"RN";"(INATIVO) 1ª VARA CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA SUL DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5591;"NATAL";"RN";"(INATIVO) 2ª VARA CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA SUL DA COMARCA DE NATAL";"G1, JE";"1";"0";"-100,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5621;"AÇU";"RN";"(INATIVO) 2ª VARA CÍVEL DA COMARCA DE AÇU";"G1";"3";"0";"-100,0%";"0";"0";;"0";"1";"0";"0";"0";"0";"0";"0";;;"0%";
"TJRN";5631;"CAICO";"RN";"(INATIVO) 2ª VARA CÍVEL E DE INFÂNCIA E JUVENTUDE DA COMARCA DE CAICÓ";"G1";"1";"0";"-100,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5636;"CAICO";"RN";"(INATIVO) VARA CRIMINAL E DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE CAICÓ";"G1";"1";"0";"-100,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5654;"CURRAIS NOVOS";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE CURRAIS NOVOS";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5737;"MOSSORO";"RN";"(INATIVO) 2ª VARA DE FAMÍLIA DA COMARCA DE MOSSORÓ";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5753;"MOSSORO";"RN";"(INATIVO) 4ª VARA DE FAMÍLIA DA COMARCA DE MOSSORÓ";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5778;"MOSSORO";"RN";"3ª VARA REGIONAL DE EXECUÇÃO PENAL DA COMARCA DE MOSSORÓ";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5782;"MOSSORO";"RN";"(INATIVO) 4ª VARA CRIMINAL DA COMARCA DE MOSSORÓ";"G1, JE";"9";"9";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5818;"NOVA CRUZ";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE NOVA CRUZ";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5823;"PAU DOS FERROS";"RN";"(INATIVO) 2ª VARA CÍVEL E DE INFÂNCIA E JUVENTUDE DA COMARCA DE PAU DOS FERROS";"G1";"1";"0";"-100,0%";"0";"0";;"0";"1";"0";"0";"0";"0";"0";"0";;;"0%";
"TJRN";5824;"PAU DOS FERROS";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE PAU DOS FERROS";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5827;"APODI";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE APODI";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5838;"AREIA BRANCA";"RN";"(INATIVO) VARA CRIMINAL DA COMARCA DE AREIA BRANCA";"G1";"2";"0";"-100,0%";"1";"0";"-100,0%";"0";"1";"0";"0";"0";"0";"0";"1";;;"0%";
"TJRN";5989;"PEDRO AVELINO";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE PEDRO AVELINO";"G1";"1";"0";"-100,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";5997;"SAO RAFAEL";"RN";"(AGREGADA) VARA ÚNICA DA COMARCA DE SÃO RAFAEL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";6077;"MACAIBA";"RN";"(INATIVO) 2ª VARA CÍVEL DA COMARCA DE MACAÍBA";"G1";"1";"0";"-100,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";11664;"NATAL";"RN";"(INATIVO) 2ª VARA DE SUCESSÕES DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";11665;"NATAL";"RN";"(INATIVO) 2ª VARA DE SUCESSÕES DA COMARCA DE NATAL";"G1";"2";"1";"-50,0%";"1";"0";"-100,0%";"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";13276;"PARNAMIRIM";"RN";"(INATIVO) JUIZADO ESPECIAL CRIMINAL DA COMARCA DE PARNAMIRIM";"G1, JE";"3";"2";"-33,3%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";13279;"NATAL";"RN";"(INATIVO) 2º JUIZADO ESPECIAL CÍVEL DO DISTRITO JUDICIÁRIO DA ZONA NORTE DA COMARCA DE NATAL";"JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";13281;"NATAL";"RN";"(INATIVO) JUIZADO ESPECIAL CRIMINAL DO DISTRITO JUDICIÁRIO DA ZONA NORTE DA COMARCA DE NATAL";"G1, JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";13287;"NATAL";"RN";"(INATIVO) 6º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";18353;"NATAL";"RN";"(INATIVO) 2º JUIZADO ESPECIAL CRIMINAL CENTRAL DA COMARCA DE NATAL";"JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";18404;"NATAL";"RN";"(INATIVO) CENTRAL DE EXECUÇÃO DE PENAS ALTERNATIVAS DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";51693;"NATAL";"RN";"(INATIVO) 1ª TURMA RECURSAL";"TR";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";51694;"NATAL";"RN";"(INATIVO) 2ª TURMA RECURSAL";"TR";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";51695;"NATAL";"RN";"(INATIVO) 3ª TURMA RECURSAL";"TR";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";53377;"NATAL";"RN";"SEÇÃO CÍVEL";"TR";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";53427;"MOSSORO";"RN";"CEJUSC OESTE - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DA COMARCA DE MOSSORÓ";"JE";"3";"0";"-100,0%";"0";"0";;"6";"9";"0";"2";"5";"0";"0";"0";"2 meses";;"0%";"150%"
"TJRN";72991;"SAO GONCALO DO AMARANTE";"RN";"POSTO AVANÇADO DO JUIZADO DO AEROPORTO DA COMARCA DE SÃO GONÇALO DO AMARANTE";"JE";"2";"0";"-100,0%";"0";"0";;"0";"2";"0";"0";"1";"1";"0";"0";"2 anos e 1 Mes";;"0%";
"TJRN";75524;"CAICO";"RN";"CEJUSC CAICÓ - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DA COMARCA DE CAICÓ";"JE";"0";"0";;"0";"0";;"3";"4";"0";"0";"4";"0";"0";"0";"1 Mes";;"0%";"133%"
"TJRN";75531;"PAU DOS FERROS";"RN";"CEJUSC PAU DOS FERROS - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DA COMARCA DE PAU DOS FERROS";"G1";"1";"0";"-100,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";77170;"NATAL";"RN";"1ª VARA REGIONAL DE EXECUÇÃO PENAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";77267;"NATAL";"RN";"(INATIVO) 15º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";77268;"NATAL";"RN";"(INATIVO) 16º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";81540;"MOSSORO";"RN";" CENTRAL DE FLAGRANTES DA COMARCA DE MOSSORÓ";"G1, JE";"0";"0";;"0";"0";;"12";"0";"1";"7";"0";"0";"0";"0";;;;"0%"
"TJRN";81541;"CAICO";"RN";" CENTRAL DE FLAGRANTES DA COMARCA DE CAICÓ";"G1, JE";"0";"0";;"0";"0";;"5";"0";"2";"3";"0";"0";"0";"0";;;;"0%"
"TJRN";82206;"NATAL";"RN";"(INATIVO) TURMA RECURSAL PROVISÓRIA";"TR";"4";"0";"-100,0%";"0";"0";;"0";"1";"0";"1";"0";"0";"0";"0";;;"0%";
"TJRN";85753;"NATAL";"RN";"2ª CENTRAL DE FLAGRANTES DA COMARCA DE NATAL";"G1, JE";"0";"0";;"0";"0";;"19";"0";"0";"17";"0";"0";"0";"0";;;;"0%"
"TJRN";86562;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO III";"G1, JE";"0";"0";;"0";"0";;"512";"18";"278";"495";"2";"5";"0";"0";"0 anos";;"0%";"4%"
"TJRN";86565;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO VI";"G1, JE";"0";"0";;"0";"0";;"114";"5";"44";"112";"1";"3";"0";"0";"0 anos";;"0%";"4%"
"TJRN";86566;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO VII";"G1, JE";"0";"0";;"0";"0";;"183";"3";"101";"165";"7";"1";"0";"0";"0 anos";;"0%";"2%"
"TJRN";86567;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO VIII";"G1, JE";"0";"0";;"0";"0";;"91";"1";"47";"91";"4";"1";"0";"0";"0 anos";;"0%";"1%"
"TJRN";86569;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO X";"G1, JE";"0";"0";;"0";"0";;"163";"7";"47";"134";"2";"1";"0";"0";"0 anos";;"0%";"4%"
"TJRN";87823;"NATAL";"RN";" PLANTÃO 2º GRAU";"G2";"0";"0";;"0";"0";;"476";"0";"43";"397";"11";"64";"0";"0";"0 anos";;;"0%"
"TJRN";88244;"PARNAMIRIM";"RN";"4ª VARA CÍVEL DA COMARCA DE PARNAMIRIM";"G1";"0";"0";;"0";"0";;"0";"15";"0";"0";"0";"0";"0";"0";;;"0%";
